finished,participantcode,sessioncode,id_in_group,playertreatment_punish,playertreatment,contribution,punish_1,punish_2,punish_3,punish_used,punish_received,belief_punish_1,belief_punish_2,belief_punish_3,belief_punish,belief_contribution,contribution_others,payoff_bonus_1,payoff_bonus_2,payoff_fixed,payoff_total,points_1,points_2,punish_points_received,gender,age,language,income_max,trust,risk,instruction,econ_exp,group_contributions,share_total,group_payoff
complete,1toef6yk,5p6hyfr4,2,punish,hypothetical,12,0,,-2,-2,-11,0,,0,0,20,15,1.0700001,-.1,1.1,1.1,21.5,-2,-33,2,22,2,2,2,4,4,5,27,13.5,73.5
complete,90ck6gb8,5p6hyfr4,3,punish,hypothetical,5,-10,-10,,-20,-4,-5,-8,,-13,10,22,1.4299999,-.18000001,1.1,1.1,28.5,-3.5,-12,2,22,1,2,2,4,2,1,27,13.5,73.5
complete,96vkce59,5p6hyfr4,1,punish,hypothetical,20,,0,-3,-3,0,,-1,0,-1,20,11,.77999997,.63,1.1,1.1,15.5,12.5,0,1,38,2,3,2,3,3,1,31,15.5,75.5
complete,a03bz6om,5p6hyfr4,2,punish,hypothetical,10,0,,-2,-2,0,-1,,-1,-2,10,21,1.28,1.1799999,1.1,1.1,25.5,23.5,0,1,24,2,3,2,7,3,5,31,15.5,75.5
complete,c6r35l16,5p6hyfr4,3,punish,hypothetical,1,0,0,,0,-5,0,0,,0,28,30,1.73,.98000002,1.1,1.1,34.5,19.5,-15,2,27,2,1,2,10,5,3,31,15.5,75.5
complete,rcz3v8a4,5p6hyfr4,1,punish,hypothetical,5,,0,0,0,-2,,0,-1,-1,10,5,1,.69999999,1.1,1.1,20,14,-6,1,20,2,4,2,10,3,0,10,5,65
complete,gslmpiek,5p6hyfr4,2,punish,hypothetical,5,0,,-2,-2,-1,0,,0,0,10,5,1,.75,1.1,1.1,20,15,-3,1,25,2,2,2,3,3,5,10,5,65
complete,ruu266xn,5p6hyfr4,3,punish,hypothetical,0,-2,-1,,-3,-2,-2,-3,,-5,20,10,1.25,.80000001,1.1,1.1,25,16,-6,2,30,2,1,2,6,3,0,10,5,65
complete,6wl2kkfc,mgsnvheg,1,punish,hypothetical,10,,-3,0,-3,0,,0,0,0,20,15,1.13,.98000002,1.1,1.1,22.5,19.5,0,1,32,2,3,1,4,3,0,25,12.5,72.5
complete,o7788i8l,mgsnvheg,2,punish,hypothetical,5,0,,0,0,-3,-1,,-1,-2,10,20,1.38,.93000001,1.1,1.1,27.5,18.5,-9,1,36,1,3,2,2,2,0,25,12.5,72.5
complete,788lw3cc,mgsnvheg,3,punish,hypothetical,10,0,0,,0,0,0,0,,0,20,15,1.13,1.13,1.1,1.1,22.5,22.5,0,2,25,2,2,2,7,4,2,25,12.5,72.5
complete,ix4nm36x,mgsnvheg,1,punish,real,10,,-2,-1,-3,-1,,-4,-3,-7,20,16,1.15,.85000002,1.1,1.95,23,17,-3,1,30,1,1,1,8,3,2,26,13,73
complete,f2nwgp7n,mgsnvheg,2,punish,real,11,0,,-1,-1,-3,0,,0,0,15,15,1.1,.60000002,1.1,1.7,22,12,-9,1,26,2,1,1,4,3,3,26,13,73
complete,yf76zt6p,mgsnvheg,3,punish,real,5,-1,-1,,-2,-2,-5,-5,,-10,20,21,1.4,1,1.1,2.0999999,28,20,-6,2,21,2,2,1,4,4,0,26,13,73
complete,bwbp79gf,mgsnvheg,1,punish,hypothetical,10,,0,0,0,0,,0,-2,-2,20,15,1.13,1.13,1.1,1.1,22.5,22.5,0,1,24,1,4,2,6,3,0,25,12.5,72.5
complete,pasum8c9,mgsnvheg,2,punish,hypothetical,10,0,,-1,-1,0,0,,0,0,20,15,1.13,1.0700001,1.1,1.1,22.5,21.5,0,1,31,2,2,2,7,4,10,25,12.5,72.5
complete,3tgymhc7,mgsnvheg,3,punish,hypothetical,5,0,0,,0,-1,-2,-2,,-4,15,20,1.38,1.23,1.1,1.1,27.5,24.5,-3,1,26,2,1,2,5,4,1,25,12.5,72.5
complete,moxykhia,mgsnvheg,1,punish,hypothetical,10,,0,0,0,-1,,0,0,0,20,20,1.25,1.1,1.1,1.1,25,22,-3,1,24,2,3,2,6,1,2,30,15,75
complete,0zq0pwp4,mgsnvheg,2,punish,hypothetical,10,-1,,-1,-2,0,-2,,-2,-4,20,20,1.25,1.15,1.1,1.1,25,23,0,1,30,1,1,2,5,3,0,30,15,75
complete,g9l5ar59,mgsnvheg,3,punish,hypothetical,10,0,0,,0,-1,0,0,,0,10,20,1.25,1.1,1.1,1.1,25,22,-3,1,30,2,3,1,6,3,0,30,15,75
complete,9b4pkeqr,mgsnvheg,1,punish,hypothetical,15,,0,0,0,0,,0,0,0,10,30,1.38,1.38,1.1,1.1,27.5,27.5,0,2,21,2,1,2,6,3,3,45,22.5,82.5
complete,577e4c8w,mgsnvheg,2,punish,hypothetical,20,0,,0,0,0,0,,0,0,7,25,1.13,1.13,1.1,1.1,22.5,22.5,0,1,25,2,2,2,10,3,5,45,22.5,82.5
complete,23ygvrw1,mgsnvheg,3,punish,hypothetical,10,0,0,,0,0,0,0,,0,20,35,1.63,1.63,1.1,1.1,32.5,32.5,0,2,29,2,3,2,6,3,0,45,22.5,82.5
complete,mhgz41az,mgsnvheg,1,punish,real,2,,0,0,0,-5,,-5,-8,-13,8,18,1.4,.64999998,1.1,1.75,28,13,-15,2,28,1,1,1,7,2,2,20,10,70
complete,owfngwun,mgsnvheg,2,punish,real,5,0,,0,0,-5,0,,0,0,10,15,1.25,.5,1.1,1.6,25,10,-15,2,26,1,4,2,5,4,5,20,10,70
complete,cuq18ebo,mgsnvheg,3,punish,real,13,-5,-5,,-10,0,-5,-5,,-10,20,7,.85000002,.34999999,1.1,1.45,17,7,0,1,20,2,3,2,5,4,10,20,10,70
complete,gyh62twn,mgsnvheg,1,punish,hypothetical,7,,0,0,0,-1,,0,0,0,12,11,1.1,.94999999,1.1,1.1,22,19,-3,1,35,2,1,2,6,3,2,18,9,69
complete,wfgsoutc,mgsnvheg,2,punish,hypothetical,6,-1,,-2,-3,0,-1,,-1,-2,20,12,1.15,1,1.1,1.1,23,20,0,2,21,2,3,2,2,2,8,18,9,69
complete,a01s45ow,mgsnvheg,3,punish,hypothetical,5,0,0,,0,-2,0,0,,0,10,13,1.2,.89999998,1.1,1.1,24,18,-6,1,22,2,4,2,7,4,2,18,9,69
complete,n50srj37,mgsnvheg,1,punish,hypothetical,5,,0,0,0,-6,,0,0,0,10,16,1.28,.38,1.1,1.1,25.5,7.5,-18,2,37,1,2,2,1,4,0,21,10.5,70.5
complete,m6lxcuvw,mgsnvheg,2,punish,hypothetical,8,-1,,-2,-3,-2,-2,,-2,-4,15,13,1.13,.68000001,1.1,1.1,22.5,13.5,-6,2,42,1,2,2,1,2,50,21,10.5,70.5
complete,6a0da9cc,mgsnvheg,3,punish,hypothetical,8,-5,-2,,-7,-2,-3,-1,,-4,10,13,1.13,.47999999,1.1,1.1,22.5,9.5,-6,2,20,1,1,2,7,3,3,21,10.5,70.5
complete,n3upc3ey,mgsnvheg,1,punish,real,10,,-2,-5,-7,-2,,-4,-7,-11,20,4,.85000002,.2,1.1,1.3,17,4,-6,2,28,2,2,2,6,2,0,14,7,67
complete,n406u07h,mgsnvheg,2,punish,real,0,0,,0,0,-6,-5,,-5,-10,0,14,1.35,.44999999,1.1,1.55,27,9,-18,1,46,2,1,2,8,2,0,14,7,67
complete,mm7b51x7,mgsnvheg,3,punish,real,4,-2,-4,,-6,-5,-4,-2,,-6,24,10,1.15,.1,1.1,1.2,23,2,-15,1,20,2,4,2,3,2,30,14,7,67
complete,mke649z5,mgsnvheg,1,punish,hypothetical,10,,0,-3,-3,0,,-2,0,-2,15,12,1.05,.89999998,1.1,1.1,21,18,0,1,45,2,2,2,6,3,3,22,11,71
complete,5zrrvzku,mgsnvheg,2,punish,hypothetical,10,0,,-1,-1,0,0,,0,0,20,12,1.05,1,1.1,1.1,21,20,0,1,22,2,2,2,7,4,7,22,11,71
complete,s2rfr1mt,mgsnvheg,3,punish,hypothetical,2,0,0,,0,-4,0,0,,0,10,20,1.45,.85000002,1.1,1.1,29,17,-12,2,24,2,1,2,3,3,3,22,11,71
complete,b9ukphb3,mgsnvheg,1,punish,real,10,,-5,0,-5,-1,,-8,-2,-10,18,14,1.1,.69999999,1.1,1.8,22,14,-3,1,21,1,2,2,8,4,10,24,12,72
complete,rqugdxz7,mgsnvheg,2,punish,real,4,-1,,-2,-3,-7,-4,,-6,-10,12,20,1.4,.2,1.1,1.3,28,4,-21,1,30,1,1,2,8,3,1,24,12,72
complete,ravcgfc1,mgsnvheg,3,punish,real,10,0,-2,,-2,-2,-2,-4,,-6,20,14,1.1,.69999999,1.1,1.8,22,14,-6,1,31,1,4,1,5,4,1,24,12,72
complete,rb0kty8f,mj35mmp3,1,punish,hypothetical,7,,-2,-2,-4,0,,-6,-7,-13,20,27,1.5,1.3,1.1,1.1,30,26,0,1,24,2,2,2,3,3,0,34,17,77
complete,cn6b7q69,mj35mmp3,2,punish,hypothetical,15,0,,0,0,-2,-2,,-4,-6,10,19,1.1,.80000001,1.1,1.1,22,16,-6,1,25,2,3,1,7,4,1,34,17,77
complete,ie376fbk,mj35mmp3,3,punish,hypothetical,12,0,0,,0,-2,-5,-8,,-13,30,22,1.25,.94999999,1.1,1.1,25,19,-6,1,21,1,1,2,8,4,2,34,17,77
complete,wu50o99n,mj35mmp3,1,punish,hypothetical,5,,0,0,0,-7,,-2,-2,-4,24,17,1.3,.25,1.1,1.1,26,5,-21,1,20,2,3,2,3,3,5,22,11,71
complete,iges1fzd,mj35mmp3,2,punish,hypothetical,10,-5,,-3,-8,0,-5,,-3,-8,20,12,1.05,.64999998,1.1,1.1,21,13,0,1,28,2,3,2,6,3,2,22,11,71
complete,q3zf65kv,mj35mmp3,3,punish,hypothetical,7,-2,0,,-2,-3,0,0,,0,15,15,1.2,.64999998,1.1,1.1,24,13,-9,2,20,2,3,2,5,4,2,22,11,71
complete,4wtc461a,mj35mmp3,1,punish,hypothetical,1,,0,0,0,-3,,0,0,0,4,7,1.15,.69999999,1.1,1.1,23,14,-9,2,21,2,3,1,3,4,8,8,4,64
complete,f14rr8gt,mj35mmp3,2,punish,hypothetical,2,-3,,-2,-5,0,-4,,-4,-8,20,6,1.1,.85000002,1.1,1.1,22,17,0,1,24,2,1,2,7,3,5,8,4,64
complete,eg0zbmtx,mj35mmp3,3,punish,hypothetical,5,0,0,,0,-2,0,0,,0,10,3,.94999999,.64999998,1.1,1.1,19,13,-6,1,40,1,5,1,1,2,0,8,4,64
complete,njo4oycu,mj35mmp3,1,punish,real,10,,0,0,0,0,,0,0,0,20,10,1,1,1.1,2.0999999,20,20,0,2,22,2,3,1,3,2,3,20,10,70
complete,2acsjemr,mj35mmp3,2,punish,real,0,0,,0,0,-3,-2,,-2,-4,0,20,1.5,1.05,1.1,2.1500001,30,21,-9,2,28,2,2,1,7,4,2,20,10,70
complete,g9ta4hpz,mj35mmp3,3,punish,real,10,0,-3,,-3,0,-1,-5,,-6,20,10,1,.85000002,1.1,1.95,20,17,0,2,31,1,3,2,6,3,1,20,10,70
complete,ugb2v25x,mj35mmp3,1,punish,hypothetical,5,,0,0,0,-3,,-1,0,-1,10,12,1.1799999,.73000002,1.1,1.1,23.5,14.5,-9,2,19,1,2,2,7,3,3,17,8.5,68.5
complete,7odmqpx7,mj35mmp3,2,punish,hypothetical,7,-3,,-3,-6,-2,-2,,-4,-6,16,10,1.0700001,.47999999,1.1,1.1,21.5,9.5,-6,2,19,2,2,2,3,3,3,17,8.5,68.5
complete,1j9sy6qf,mj35mmp3,3,punish,hypothetical,5,0,-2,,-2,-3,0,-2,,-2,20,12,1.1799999,.63,1.1,1.1,23.5,12.5,-9,1,36,1,1,2,9,4,3,17,8.5,68.5
complete,gmtkkeny,mj35mmp3,1,punish,hypothetical,8,,0,0,0,-1,,0,0,0,15,17,1.23,1.0700001,1.1,1.1,24.5,21.5,-3,1,25,2,1,2,6,3,2,25,12.5,72.5
complete,0do6079k,mj35mmp3,2,punish,hypothetical,12,-1,,-2,-3,0,-2,,-4,-6,22,13,1.03,.88,1.1,1.1,20.5,17.5,0,2,23,2,3,2,8,2,2,25,12.5,72.5
complete,3mhk8yuq,mj35mmp3,3,punish,hypothetical,5,0,0,,0,-2,0,-1,,-1,15,20,1.38,1.0700001,1.1,1.1,27.5,21.5,-6,2,39,2,2,2,7,2,0,25,12.5,72.5
complete,8ropq92p,mj35mmp3,1,punish,real,5,,0,0,0,0,,0,0,0,13,15,1.25,1.25,1.1,2.3499999,25,25,0,2,25,2,1,2,7,3,0,20,10,70
complete,oivbnaqk,mj35mmp3,2,punish,real,10,0,,0,0,0,0,,0,0,20,10,1,1,1.1,2.0999999,20,20,0,2,21,2,3,2,8,4,1,20,10,70
complete,v7gn4hpd,mj35mmp3,3,punish,real,5,0,0,,0,0,0,0,,0,10,15,1.25,1.25,1.1,2.3499999,25,25,0,1,19,2,2,2,4,2,0,20,10,70
complete,8awx8h11,mj35mmp3,1,punish,hypothetical,20,,0,0,0,-12,,0,0,0,20,18,.94999999,0,1.1,1.1,19,0,-36,1,21,2,2,1,10,1,5,38,19,79
complete,uwc1dvxl,mj35mmp3,2,punish,hypothetical,8,-10,,-2,-12,-4,-8,,-2,-10,20,30,1.55,.34999999,1.1,1.1,31,7,-12,2,24,1,2,2,3,3,4,38,19,79
complete,8n7hxqko,mj35mmp3,3,punish,hypothetical,10,-2,-4,,-6,-2,-2,-2,,-4,20,28,1.45,.85000002,1.1,1.1,29,17,-6,2,25,2,4,2,5,2,4,38,19,79
complete,qmmk5zl8,mj35mmp3,1,punish,hypothetical,1,,-1,0,-1,-6,,-10,-10,-20,5,28,1.6799999,.73000002,1.1,1.1,33.5,14.5,-18,2,23,2,2,2,2,3,1,29,14.5,74.5
complete,5jmh4dpy,mj35mmp3,2,punish,hypothetical,8,-6,,-1,-7,-1,-2,,-4,-6,29,21,1.33,.82999998,1.1,1.1,26.5,16.5,-3,1,20,2,2,2,6,3,4,29,14.5,74.5
complete,qreegk9i,mj35mmp3,3,punish,hypothetical,20,0,0,,0,-1,0,0,,0,25,9,.73000002,.57999998,1.1,1.1,14.5,11.5,-3,2,51,2,1,2,6,2,1,29,14.5,74.5
complete,2o4tog6y,mj35mmp3,1,punish,real,10,,-2,0,-2,0,,-2,-2,-4,20,12,1.05,.94999999,1.1,2.05,21,19,0,1,35,2,2,2,6,3,5,22,11,71
complete,vhyvw12w,mj35mmp3,2,punish,real,0,0,,0,0,-7,0,,0,0,0,22,1.55,.5,1.1,1.6,31,10,-21,2,22,1,1,2,6,3,1,22,11,71
complete,l7yghyk7,mj35mmp3,3,punish,real,12,0,-5,,-5,0,0,-5,,-5,20,10,.94999999,.69999999,1.1,1.8,19,14,0,1,23,2,2,2,7,4,1,22,11,71
complete,t41uvxxu,mj35mmp3,1,punish,hypothetical,20,,0,0,0,0,,0,0,0,17,19,.98000002,.98000002,1.1,1.1,19.5,19.5,0,2,20,2,1,1,7,2,3,39,19.5,79.5
complete,09sxm63l,mj35mmp3,2,punish,hypothetical,10,0,,-1,-1,-2,-5,,-8,-13,15,29,1.48,1.13,1.1,1.1,29.5,22.5,-6,2,26,2,1,2,7,3,0,39,19.5,79.5
complete,u207uqqt,mj35mmp3,3,punish,hypothetical,9,0,-2,,-2,-1,-6,-9,,-15,22,30,1.53,1.28,1.1,1.1,30.5,25.5,-3,1,24,2,2,2,8,4,2,39,19.5,79.5
complete,5inisger,mj35mmp3,1,punish,real,20,,-5,0,-5,0,,0,0,0,20,20,1,.75,1.1,1.85,20,15,0,1,22,2,3,2,9,5,3,40,20,80
complete,90ju7r7x,mj35mmp3,2,punish,real,5,0,,0,0,-6,0,,0,0,10,35,1.75,.85000002,1.1,1.95,35,17,-18,1,44,2,2,2,4,4,8,40,20,80
complete,hobh9hcw,mj35mmp3,3,punish,real,15,0,-1,,-1,0,-1,0,,-1,30,25,1.25,1.2,1.1,2.3,25,24,0,1,36,2,2,1,8,3,2,40,20,80
complete,foija1ej,mj35mmp3,1,punish,real,10,,0,0,0,0,,-2,-2,-4,20,13,1.0700001,1.0700001,1.1,2.1700001,21.5,21.5,0,2,28,2,5,1,3,2,0,23,11.5,71.5
complete,ckljnvrw,mj35mmp3,2,punish,real,5,0,,0,0,0,0,,0,0,10,18,1.33,1.33,1.1,2.4300001,26.5,26.5,0,1,28,2,2,2,4,4,2,23,11.5,71.5
complete,xcru0nvx,mj35mmp3,3,punish,real,8,0,0,,0,0,-1,-2,,-3,20,15,1.1799999,1.1799999,1.1,2.28,23.5,23.5,0,1,29,1,2,1,10,5,0,23,11.5,71.5
complete,5pmtxscu,mj35mmp3,1,punish,real,20,,0,0,0,-4,,-3,-2,-5,40,7,.68000001,.079999998,1.1,1.1799999,13.5,1.5,-12,1,20,2,2,1,8,4,10,27,13.5,73.5
complete,39lpufk7,mj35mmp3,2,punish,real,2,-4,,-5,-9,0,-5,,-10,-15,5,25,1.58,1.13,1.1,2.23,31.5,22.5,0,1,32,1,1,2,7,3,2,27,13.5,73.5
complete,u1ype4gj,mj35mmp3,3,punish,real,5,0,0,,0,-5,-5,0,,-5,10,22,1.4299999,.68000001,1.1,1.78,28.5,13.5,-15,2,24,2,3,2,3,5,6,27,13.5,73.5
complete,n0mg1949,mj35mmp3,1,punish,real,15,,0,0,0,0,,0,0,0,30,25,1.25,1.25,1.1,2.3499999,25,25,0,1,41,1,2,1,7,4,0,40,20,80
complete,cov0n872,mj35mmp3,2,punish,real,15,0,,0,0,0,0,,0,0,30,25,1.25,1.25,1.1,2.3499999,25,25,0,1,25,2,2,1,8,4,2,40,20,80
complete,czooq3oq,mj35mmp3,3,punish,real,10,0,0,,0,0,-2,-2,,-4,20,30,1.5,1.5,1.1,2.5999999,30,30,0,1,21,2,4,2,6,5,3,40,20,80
complete,lpcfw60m,itlou7t0,1,punish,hypothetical,1,,-1,0,-1,0,,-1,0,-1,15,25,1.6,1.55,1.1,1.1,32,31,0,1,24,2,2,1,9,3,1,26,13,73
complete,s7zm7mkz,itlou7t0,2,punish,hypothetical,5,0,,0,0,-1,-1,,-5,-6,10,21,1.4,1.25,1.1,1.1,28,25,-3,1,21,2,1,1,3,2,3,26,13,73
complete,wbkeapoe,itlou7t0,3,punish,hypothetical,20,0,0,,0,0,0,0,,0,30,6,.64999998,.64999998,1.1,1.1,13,13,0,1,33,2,3,1,3,2,0,26,13,73
complete,rzed7zdk,itlou7t0,1,punish,real,5,,0,0,0,-5,,0,0,0,10,26,1.53,.77999997,1.1,1.88,30.5,15.5,-15,1,45,1,2,2,6,3,2,31,15.5,75.5
complete,7apcsspx,itlou7t0,2,punish,real,18,-5,,-2,-7,0,-5,,-4,-9,20,13,.88,.52999997,1.1,1.63,17.5,10.5,0,1,38,2,3,2,6,2,3,31,15.5,75.5
complete,qp1vdo5t,itlou7t0,3,punish,real,8,0,0,,0,-2,-3,-5,,-8,10,23,1.38,1.0700001,1.1,2.1700001,27.5,21.5,-6,2,22,2,2,2,2,2,0,31,15.5,75.5
complete,gwmzwtyg,itlou7t0,1,punish,hypothetical,10,,0,0,0,0,,0,0,0,20,30,1.5,1.5,1.1,1.1,30,30,0,1,39,2,1,2,7,3,0,40,20,80
complete,sxg833wj,itlou7t0,2,punish,hypothetical,10,0,,0,0,0,0,,-10,-10,20,30,1.5,1.5,1.1,1.1,30,30,0,1,23,2,3,2,6,4,1,40,20,80
complete,ivzpd867,itlou7t0,3,punish,hypothetical,20,0,0,,0,0,-1,-1,,-2,10,20,1,1,1.1,1.1,20,20,0,1,24,2,3,2,3,2,5,40,20,80
complete,weuu9f7o,itlou7t0,1,punish,real,10,,-1,-7,-8,-1,,-3,-1,-4,20,8,.94999999,.40000001,1.1,1.5,19,8,-3,1,41,2,2,2,8,3,3,18,9,69
complete,tod0fjqy,itlou7t0,2,punish,real,7,-1,,-1,-2,-1,-1,,-10,-11,20,11,1.1,.85000002,1.1,1.95,22,17,-3,1,22,2,1,2,8,4,5,18,9,69
complete,4jrqgyz5,itlou7t0,3,punish,real,1,0,0,,0,-8,-5,-9,,-14,0,17,1.4,.2,1.1,1.3,28,4,-24,1,22,2,3,2,8,3,2,18,9,69
complete,a7k3dgob,itlou7t0,1,punish,hypothetical,12,,-2,-2,-4,-7,,0,0,0,20,10,.94999999,-.2,1.1,1.1,19,-4,-21,1,22,2,3,2,3,4,1,22,11,71
complete,upsybdzk,itlou7t0,2,punish,hypothetical,5,-5,,-8,-13,-5,-6,,-9,-15,10,17,1.3,-.1,1.1,1.1,26,-2,-15,1,25,2,2,1,8,2,4,22,11,71
complete,n9k7v7h7,itlou7t0,3,punish,hypothetical,5,-2,-3,,-5,-10,-4,-1,,-5,20,17,1.3,-.25,1.1,1.1,26,-5,-30,1,19,2,2,1,7,3,3,22,11,71
complete,f8j1dfom,itlou7t0,1,punish,hypothetical,7,,-2,-1,-3,-10,,-10,-10,-20,14,25,1.45,-.15000001,1.1,1.1,29,-3,-30,1,41,2,1,1,8,2,100,32,16,76
complete,78gvohcb,itlou7t0,2,punish,hypothetical,10,-10,,-10,-20,-2,-10,,-10,-20,20,22,1.3,0,1.1,1.1,26,0,-6,1,38,2,1,2,5,3,0,32,16,76
complete,0yntvcro,itlou7t0,3,punish,hypothetical,15,0,0,,0,-11,0,0,,0,30,17,1.05,0,1.1,1.1,21,0,-33,1,28,2,2,2,3,3,12,32,16,76
complete,dbiu8h0s,itlou7t0,1,punish,real,12,,0,0,0,0,,-2,-5,-7,35,20,1.2,1.2,1.1,2.3,24,24,0,1,26,2,2,2,7,4,5,32,16,76
complete,0woe1ew8,itlou7t0,2,punish,real,5,0,,0,0,0,-9,,-6,-15,15,27,1.55,1.55,1.1,2.6500001,31,31,0,1,38,2,2,2,4,3,10,32,16,76
complete,r6as731s,itlou7t0,3,punish,real,15,0,0,,0,0,-1,-1,,-2,10,17,1.05,1.05,1.1,2.1500001,21,21,0,1,27,2,2,2,7,3,2,32,16,76
complete,djel1p63,itlou7t0,1,punish,hypothetical,20,,-4,-4,-8,0,,-2,-2,-4,10,40,1.5,1.1,1.1,1.1,30,22,0,1,21,2,1,2,6,2,2,60,30,90
complete,z7ufltgh,itlou7t0,2,punish,hypothetical,20,0,,0,0,-4,0,,0,0,40,40,1.5,.89999998,1.1,1.1,30,18,-12,1,32,1,1,2,4,4,0,60,30,90
complete,rqg5gbon,itlou7t0,3,punish,hypothetical,20,0,0,,0,-4,0,0,,0,40,40,1.5,.89999998,1.1,1.1,30,18,-12,1,21,2,5,2,5,3,10,60,30,90
complete,2o06p72m,itlou7t0,1,punish,hypothetical,6,,0,0,0,-10,,-2,-2,-4,10,30,1.6,.1,1.1,1.1,32,2,-30,1,24,1,2,2,1,3,10,36,18,78
complete,cij3mirz,itlou7t0,2,punish,hypothetical,20,-10,,-8,-18,0,-6,,-6,-12,35,16,.89999998,0,1.1,1.1,18,0,0,1,25,2,4,2,8,4,2,36,18,78
complete,zs843cme,itlou7t0,3,punish,hypothetical,10,0,0,,0,-8,-5,-5,,-10,5,26,1.4,.2,1.1,1.1,28,4,-24,1,26,2,1,2,10,3,5,36,18,78
complete,vpbyi788,itlou7t0,1,punish,real,0,,0,0,0,-11,,0,0,0,10,22,1.55,0,1.1,1.1,31,0,-33,2,25,2,1,2,1,5,0,22,11,71
complete,5cpvoqcr,itlou7t0,2,punish,real,20,-1,,-1,-2,-1,-2,,-3,-5,40,2,.55000001,.30000001,1.1,1.4,11,6,-3,1,24,1,1,1,10,3,5,22,11,71
complete,eeklez7x,itlou7t0,3,punish,real,2,-10,-1,,-11,-1,-10,-5,,-15,30,20,1.45,.75,1.1,1.85,29,15,-3,2,57,1,1,2,8,2,0,22,11,71
complete,u8g1z6lk,itlou7t0,1,punish,hypothetical,10,,-1,-1,-2,-2,,-2,-1,-3,30,13,1.0700001,.68000001,1.1,1.1,21.5,13.5,-6,2,22,1,1,1,9,3,1,23,11.5,71.5
complete,2e2ucb8e,itlou7t0,2,punish,hypothetical,8,-1,,0,-1,-4,-3,,-1,-4,20,15,1.1799999,.52999997,1.1,1.1,23.5,10.5,-12,2,20,2,2,2,2,3,2,23,11.5,71.5
complete,s6587jkz,itlou7t0,3,punish,hypothetical,5,-1,-3,,-4,-1,-5,-3,,-8,15,18,1.33,.98000002,1.1,1.1,26.5,19.5,-3,2,25,2,2,2,5,4,2,23,11.5,71.5
complete,eltejqvx,itlou7t0,1,punish,hypothetical,5,,0,0,0,-2,,0,0,0,15,20,1.38,1.0700001,1.1,1.1,27.5,21.5,-6,2,35,2,1,2,8,3,0,25,12.5,72.5
complete,ua86ft7t,itlou7t0,2,punish,hypothetical,10,0,,0,0,0,0,,0,0,20,15,1.13,1.13,1.1,1.1,22.5,22.5,0,1,47,2,2,1,7,4,0,25,12.5,72.5
complete,x8f5tbsr,itlou7t0,3,punish,hypothetical,10,-2,0,,-2,0,0,0,,0,15,15,1.13,1.03,1.1,1.1,22.5,20.5,0,2,28,2,3,2,8,2,3,25,12.5,72.5
complete,xfkn5btw,itlou7t0,1,punish,hypothetical,5,,0,0,0,0,,-1,-2,-3,20,13,1.2,1.2,1.1,1.1,24,24,0,2,22,2,2,2,5,2,0,18,9,69
complete,epf5prjb,itlou7t0,2,punish,hypothetical,3,0,,0,0,-2,-5,,-7,-12,10,15,1.3,1,1.1,1.1,26,20,-6,2,19,2,2,2,2,2,0,18,9,69
complete,5br9f45l,itlou7t0,3,punish,hypothetical,10,0,-2,,-2,0,-3,-5,,-8,20,8,.94999999,.85000002,1.1,1.1,19,17,0,2,22,2,4,2,6,2,3,18,9,69
complete,kprp2etv,itlou7t0,1,punish,real,5,,-8,-1,-9,-3,,-5,-1,-6,10,8,1.0700001,.18000001,1.1,1.28,21.5,3.5,-9,2,24,1,2,2,2,4,0,13,6.5,66.5
complete,0kz0z4zy,itlou7t0,2,punish,real,0,0,,0,0,-18,0,,0,0,0,13,1.33,0,1.1,1.1,26.5,0,-54,2,47,2,2,2,1,3,0,13,6.5,66.5
complete,03ffobuy,itlou7t0,3,punish,real,8,-3,-10,,-13,-1,0,0,,0,25,5,.93000001,.13,1.1,1.23,18.5,2.5,-3,3,28,2,2,2,8,2,3,13,6.5,66.5
complete,2ll8r0ag,z8zqnps4,1,punish,hypothetical,20,,-1,-4,-5,-5,,0,0,0,40,12,.80000001,-.2,1.1,1.1,16,-4,-15,1,58,2,2,1,4,3,33,32,16,76
complete,3x547xo3,z8zqnps4,2,punish,hypothetical,10,0,,-1,-1,-3,-1,,-1,-2,20,22,1.3,.80000001,1.1,1.1,26,16,-9,1,32,2,2,2,4,4,1,32,16,76
complete,yf39fdwv,z8zqnps4,3,punish,hypothetical,2,-5,-2,,-7,-5,-2,-3,,-5,10,30,1.7,.60000002,1.1,1.1,34,12,-15,2,28,2,2,2,2,5,3,32,16,76
complete,gtwbmqeo,z8zqnps4,1,punish,real,10,,0,-2,-2,-2,,0,0,0,15,22,1.3,.89999998,1.1,2,26,18,-6,2,30,2,2,1,1,3,3,32,16,76
complete,mpgvqn4k,z8zqnps4,2,punish,real,18,-2,,-4,-6,0,-1,,-1,-2,35,14,.89999998,.60000002,1.1,1.7,18,12,0,1,28,2,4,2,2,2,5,32,16,76
complete,3xz7d9na,z8zqnps4,3,punish,real,4,0,0,,0,-6,-2,-5,,-7,6,28,1.6,.69999999,1.1,1.8,32,14,-18,2,23,2,3,2,2,4,4,32,16,76
complete,29w21nnm,z8zqnps4,1,punish,hypothetical,10,,0,0,0,0,,0,0,0,30,23,1.33,1.33,1.1,1.1,26.5,26.5,0,1,24,2,3,1,8,4,1,33,16.5,76.5
